SCHL	fod1p	_TYPE_	_FREQ_	p50adj_wagp	p25adj_wagp	p75adj_wagp	mean_grad_degree	mean_grad_degree_all	mean_employed	pct_ts	pct_tsg	pct_ts_all	pct_tsg_all	gths_mean	gthsftfy_mean	gmajor
	General social sciences	3	5462	55958.87408	38530.79882	84447.02816	0.345106	0.338721932	0.948244068	0.002478382	0.033021665	0.002625984	0.035088149	0.745258215	0.804992275	Social sciences
	Economics	3	44560	87462.61315	52842.23838	143458.2045	0.415790456	0.415973473	0.95698954	0.020914816	0.278666474	0.020167266	0.269473118	0.8406539	0.890305761	Social sciences
	Anthropology and <br> archeology	3	8353	54795.85402	37046.1026	84447.02816	0.468686072	0.460159837	0.946888566	0.003719246	0.049554782	0.004056608	0.054204019	0.702045926	0.781325293	Social sciences
	Criminology	3	3831	55239.01433	38530.79882	82565.99746	0.224068765	0.224275882	0.957653199	0.001836229	0.024465688	0.001753842	0.023434667	0.780695782	0.813225428	Social sciences
	Geography	3	6543	62077.25301	43480.74922	90623.91242	0.303494708	0.305692852	0.952688926	0.002879181	0.03836186	0.00288298	0.038522105	0.791889605	0.853269573	Social sciences
	International relations	3	5841	75125.05949	48521.18591	118147.0299	0.52983399	0.519823864	0.952206257	0.002741342	0.036525314	0.002782931	0.037185267	0.798913345	0.879722222	Social sciences
	Political science and <br> government	3	52307	77061.59763	48915.84287	122092.0889	0.503239317	0.494111902	0.954101553	0.024199526	0.322431545	0.023730746	0.317088004	0.820265978	0.877415986	Social sciences
	Sociology	3	31168	54350.93653	38045.65557	80524.52129	0.34516484	0.345792094	0.9534923	0.014324244	0.190854494	0.014820056	0.198024203	0.748470279	0.804305293	Social sciences
	Miscellaneous social <br> sciences	3	1173	70087.22114	46456.45459	105376.6424	0.49103691	0.479575093	0.960866977	0.000514163	0.006850639	0.00051056	0.006822053	0.814016755	0.872970307	Social sciences
Bachelors		4	1335810	59786.03018	39832.37081	90112.14146	0	0	0.955740882	1	1	1	1	0.769662725	0.816464879	
Graduate degree		4	807397	77427.42432	52587.54164	119039.7867	1	1	0.969051905	1	1	1	1	0.858367702	0.911871241	
Bachelors		6	25398	55239.01433	38047.34862	82565.99746	0	0	0.970323134	0.015752333	1	0.015017126	1	0.771790315	0.797314029	Agriculture and natural resources
Bachelors		6	127010	83247.54746	57448.5749	114136.9667	0	0	0.960041389	0.093695809	1	0.086465317	1	0.871316807	0.908423692	Architecture and engineering
Bachelors		6	51708	46741.80541	31612.99271	71220.38519	0	0	0.940233459	0.040278142	1	0.044300973	1	0.645659606	0.703212604	Arts
Bachelors		6	43457	55043.99831	36881.82482	82565.99746	0	0	0.954772827	0.031598775	1	0.032797844	1	0.719277707	0.78333947	Biology and life sciences
Bachelors		6	368934	64951.918	42732.23112	99054.04381	0	0	0.956269086	0.279460632	1	0.264908495	1	0.813771448	0.847411828	Business
Bachelors		6	67207	54795.85402	37935.59125	84301.31388	0	0	0.947441715	0.05135399	1	0.052184152	1	0.748726288	0.796270891	Communications and journalism
Bachelors		6	82420	77334.62006	50871.70371	108701.8731	0	0	0.956287265	0.062705601	1	0.059091524	1	0.848717456	0.89104382	"Computers, statistics, and mathematics"
Bachelors		6	109114	44191.21147	33143.4086	58072.26894	0	0	0.964982733	0.077590768	1	0.088201208	1	0.694641504	0.732560998	Education
Bachelors		6	101250	63225.98541	45784.53334	85068.08207	0	0	0.974632616	0.076154523	1	0.07829989	1	0.815239285	0.874437831	Health
Bachelors		6	103213	50377.98107	33641.86615	77334.62006	0	0	0.945313328	0.076818214	1	0.08209829	1	0.682264304	0.741951472	Humanities and liberal arts
Bachelors		6	35444	50871.70371	34784.59938	76307.55556	0	0	0.960618066	0.026477732	1	0.027344908	1	0.712115706	0.754713403	"Industrial arts, consumer <br> services, and recreation"
Bachelors		6	38014	54795.85402	37935.59125	79544.18064	0	0	0.954659888	0.029298004	1	0.027724072	1	0.785633751	0.801242595	Law and public policy
Bachelors		6	30883	63078.49902	41294.62631	95118.37154	0	0	0.955468037	0.024487728	1	0.024024592	1	0.783318998	0.826183989	Physical sciences
Bachelors		6	61630	45311.95621	32610.56192	67150.6489	0	0	0.943793249	0.046657076	1	0.049609506	1	0.666552787	0.711209493	Psychology and social work
Bachelors		6	90128	59447.51817	39132.6743	93574.79713	0	0	0.949029891	0.067670675	1	0.067932103	1	0.757920897	0.810244771	Social sciences
Graduate degree		6	9989	74020.2792	50062.30081	107484.1752	1	1	0.977152314	0.011264944	1	0.010794409	1	0.847824493	0.898120247	Agriculture and natural resources
Graduate degree		6	85183	104954.1272	74330.32735	143621.4373	1	1	0.968860905	0.106748807	1	0.098795286	1	0.906091642	0.944554294	Architecture and engineering
Graduate degree		6	17319	59010.91972	41051.08667	84447.02816	1	1	0.951804876	0.021191038	1	0.024751607	1	0.723969179	0.823388386	Arts
Graduate degree		6	70618	90551.6326	55239.01433	158064.9635	1	1	0.978233067	0.086415408	1	0.084675025	1	0.879403926	0.925520697	Biology and life sciences
Graduate degree		6	115550	86481.8963	55958.87408	130161.9821	1	1	0.961618037	0.149219448	1	0.140146121	1	0.879632607	0.920233107	Business
Graduate degree		6	19955	67103.76775	46456.45459	100124.6016	1	1	0.959975402	0.024902346	1	0.025483703	1	0.822323019	0.887261725	Communications and journalism
Graduate degree		6	43241	96656.23705	66133.21482	131163.2281	1	1	0.968148252	0.055998289	1	0.053915278	1	0.894533302	0.94215626	"Computers, statistics, and mathematics"
Graduate degree		6	104956	59877.20814	46456.45459	77334.62006	1	1	0.980088336	0.125258835	1	0.137731964	1	0.85989809	0.906631645	Education
Graduate degree		6	57707	82589.25261	57812.47683	115143.2919	1	1	0.980118212	0.072348745	1	0.072427454	1	0.880181327	0.933697822	Health
Graduate degree		6	87330	68494.81753	47058.56276	105376.6424	1	1	0.963542475	0.104125274	1	0.109123772	1	0.806754209	0.87794435	Humanities and liberal arts
Graduate degree		6	13033	64951.918	45784.53334	91569.06668	1	1	0.972722521	0.016082548	1	0.016688257	1	0.824900675	0.88221658	"Industrial arts, consumer <br> services, and recreation"
Graduate degree		6	12601	71810.71863	47717.65808	105376.6424	1	1	0.961970052	0.016754082	1	0.015979435	1	0.84989438	0.889541534	Law and public policy
Graduate degree		6	38180	98074.73747	61046.04445	149693.0204	1	1	0.973418709	0.047370476	1	0.04537932	1	0.881284445	0.92556661	Physical sciences
Graduate degree		6	59371	61649.27811	44191.21147	88382.42293	1	1	0.966755907	0.074307757	1	0.077103621	1	0.817750169	0.876451971	Psychology and social work
Graduate degree		6	72364	86961.49844	55239.01433	137609.9958	1	1	0.961088831	0.088012004	1	0.087004749	1	0.853310646	0.917265426	Social sciences
Bachelors	General agriculture	7	3971	52720.40843	35352.96917	80439.38606	0	0	0.972735172	0.002629005	0.166896243	0.002513978	0.167407374	0.747309734	0.763001443	Agriculture and natural resources
Bachelors	Agricultural economics	7	1623	69569.19875	44191.21147	104954.1272	0	0	0.977663708	0.000917728	0.058259797	0.000827711	0.055117823	0.843643425	0.838850113	Agriculture and natural resources
Bachelors	Animal sciences	7	4258	49561.6778	33143.4086	75290.12149	0	0	0.971537471	0.002572389	0.163302106	0.002502842	0.166665836	0.715588496	0.73488389	Agriculture and natural resources
Bachelors	Food science	7	890	66286.8172	42121.77067	100180.0769	0	0	0.953674033	0.000617526	0.039202177	0.000607179	0.040432448	0.775335161	0.836033964	Agriculture and natural resources
Bachelors	Plant science and agronomy	7	3267	52906.57186	36329.03888	79263.35756	0	0	0.972572804	0.002044095	0.129764576	0.001944083	0.129457718	0.757410442	0.779193117	Agriculture and natural resources
Bachelors	Soil science	7	249	69601.15806	47179.11055	93603.93482	0	0	0.949951117	0.000146084	0.00927381	0.00014295	0.009519159	0.802047231	0.895021114	Agriculture and natural resources
Bachelors	Miscellaneous agriculture	7	4852	56976.30815	40043.12409	84301.31388	0	0	0.979399774	0.002891026	0.183529995	0.002661612	0.177238416	0.802679567	0.818521955	Agriculture and natural resources
Bachelors	Forestry	7	2590	61118.45256	45136.07861	86172.86236	0	0	0.968412911	0.001587896	0.100803843	0.001473408	0.098115158	0.844268673	0.861247758	Agriculture and natural resources
Bachelors	Natural resources management	7	3698	54715.37985	39132.6743	77334.62006	0	0	0.957043797	0.002346585	0.148967454	0.002343364	0.15604607	0.761210211	0.818070941	Agriculture and natural resources
Bachelors	Architecture	7	10006	66052.79797	44035.19865	93603.93482	0	0	0.937239571	0.007286368	0.077766208	0.00731791	0.084634048	0.785571179	0.855500963	Architecture and engineering
Bachelors	General engineering	7	16190	80524.52129	53683.0142	110087.9966	0	0	0.961026763	0.014831478	0.15829393	0.013564204	0.156874511	0.860123302	0.886313185	Architecture and engineering
Bachelors	Aerospace engineering	7	2450	90112.14146	65221.12383	120786.7819	0	0	0.967663198	0.001780281	0.019000649	0.001644558	0.019019853	0.907594493	0.946412887	Architecture and engineering
Bachelors	Architectural engineering	7	648	79098.43528	55493.37992	108701.8731	0	0	0.950509605	0.000470258	0.005018987	0.000435724	0.005039292	0.86438818	0.895988408	Architecture and engineering
Bachelors	Biomedical engineering	7	1836	71220.38519	44567.76795	100107.8102	0	0	0.953121491	0.001264088	0.013491399	0.001229095	0.014214887	0.779608347	0.845747035	Architecture and engineering
Bachelors	Chemical engineering	7	6925	94977.6405	66052.79797	130442.2477	0	0	0.967416693	0.00487212	0.051999342	0.004488657	0.051912799	0.879861954	0.914976533	Architecture and engineering
Bachelors	Civil engineering	7	14301	82589.25261	59877.20814	110478.0287	0	0	0.961425271	0.009788498	0.104471033	0.008935754	0.103344954	0.883497624	0.924166192	Architecture and engineering
Bachelors	Electrical engineering	7	26486	94117.12553	66286.8172	124916.2446	0	0	0.960203666	0.01918516	0.204760061	0.017597613	0.203522221	0.89340277	0.931454762	Architecture and engineering
Bachelors	"Engineering mechanics, <br> physics, and science"	7	651	77334.62006	48807.141	110137.0618	0	0	0.965259465	0.000477402	0.005095237	0.000448231	0.005183938	0.814641544	0.852455075	Architecture and engineering
Bachelors	Environmental engineering	7	595	76091.31114	55068.53089	100124.6016	0	0	0.966905321	0.000399669	0.004265603	0.000388842	0.004497086	0.813147251	0.901882661	Architecture and engineering
Bachelors	Geological and geophysical <br> engineering	7	204	93574.79713	64077.25662	126451.9708	0	0	0.989286615	0.000140525	0.001499801	0.000138924	0.001606697	0.875471698	0.936807718	Architecture and engineering
Bachelors	Industrial and manufacturing <br> engineering	7	5414	82193.78103	56524.97399	110875.9105	0	0	0.957847237	0.003801975	0.040577854	0.003527379	0.040795309	0.861203432	0.901738346	Architecture and engineering
Bachelors	Mechanical engineering	7	22573	88070.39729	64951.918	119148.2759	0	0	0.968720539	0.015995324	0.170715465	0.01441186	0.166677927	0.904079582	0.932520551	Architecture and engineering
Bachelors	Metallurgical engineering	7	352	99079.19696	70087.22114	132266.4296	0	0	0.975878329	0.000216551	0.002311215	0.000203284	0.002351048	0.884008275	0.929546207	Architecture and engineering
Bachelors	Mining and mineral engineering	7	447	99079.19696	64079.74504	142258.4672	0	0	0.965685639	0.000290045	0.003095604	0.000259332	0.002999256	0.856939755	0.890691463	Architecture and engineering
Bachelors	Petroleum engineering	7	721	138097.5358	90272.15723	285898.9748	0	0	0.967794571	0.000511546	0.005459642	0.000466971	0.005400674	0.925782455	0.962308598	Architecture and engineering
Bachelors	Miscellaneous engineering	7	2498	77061.59763	50871.70371	105376.6424	0	0	0.960557613	0.001785941	0.019061051	0.001657756	0.019172494	0.854681489	0.887414	Architecture and engineering
Bachelors	Engineering technologies	7	1593	68494.81753	45311.95621	100124.6016	0	0	0.961698898	0.001240309	0.013237617	0.001135889	0.013136937	0.861852282	0.866998236	Architecture and engineering
Bachelors	Engineering and industrial <br> management	7	1280	77427.42432	53802.79996	114136.9667	0	0	0.957643986	0.000845525	0.009024148	0.000782759	0.009052869	0.886108556	0.908964429	Architecture and engineering
Bachelors	Industrial production technologies	7	3499	75125.05949	52176.89906	103236.5658	0	0	0.9584187	0.002408703	0.025707688	0.002200719	0.025452037	0.875527145	0.906460316	Architecture and engineering
Bachelors	Mechanical engineering <br> related technologies	7	1396	70200.86472	49863.26126	94977.6405	0	0	0.958909077	0.000966554	0.010315872	0.000886029	0.010247215	0.860729124	0.890285714	Architecture and engineering
Bachelors	Miscellaneous engineering <br> technologies	7	6945	72265.59603	50062.30081	100124.6016	0	0	0.957233119	0.005137491	0.054831594	0.004743829	0.054863951	0.852987895	0.879645143	Architecture and engineering
Bachelors	Fine arts	7	15161	47058.56276	30970.96973	71810.71863	0	0	0.937968527	0.011905456	0.295581047	0.012978087	0.292952638	0.640920154	0.698952206	Arts
Bachelors	Drama and theater arts	7	5250	42732.23112	29938.60407	65221.12383	0	0	0.932738482	0.004030971	0.100078375	0.00476511	0.107562188	0.602382881	0.648389858	Arts
Bachelors	Music	7	6858	46236.95858	30970.96973	69355.43787	0	0	0.958263759	0.005365016	0.1331992	0.006043955	0.136429401	0.621801898	0.696143603	Arts
Bachelors	Visual and performing arts	7	1559	41981.65089	27521.99915	63078.49902	0	0	0.933982285	0.001174117	0.029150236	0.001444143	0.032598437	0.56194925	0.620403575	Arts
Bachelors	Commercial art and <br> graphic design	7	16439	49715.1129	34068.0667	73763.64965	0	0	0.941305238	0.012873315	0.319610442	0.013534426	0.305510815	0.695067484	0.7486495	Arts
Bachelors	"Film, video, and <br> photographic arts"	7	4038	48915.84287	30970.96973	75093.45122	0	0	0.929114935	0.003288973	0.081656527	0.003613021	0.081556235	0.657677007	0.699174527	Arts
Bachelors	Studio arts	7	2403	40464.63066	27033.64244	60762.91576	0	0	0.935111062	0.001640294	0.040724173	0.001922232	0.043390286	0.552375101	0.60275584	Arts
Bachelors	Environmental science	7	4601	55958.87408	38713.71216	81465.1175	0	0	0.953592234	0.003229273	0.10219614	0.003335807	0.101708125	0.730492449	0.806015966	Biology and life sciences
Bachelors	Biology	7	26560	55043.99831	36881.82482	82589.25261	0	0	0.953408812	0.019426981	0.614801713	0.020086537	0.612434688	0.721891809	0.782696234	Biology and life sciences
Bachelors	Biochemical sciences	7	2253	57957.15329	36881.82482	87751.0809	0	0	0.952165309	0.001727739	0.054677416	0.001793908	0.054695924	0.721292892	0.78069407	Biology and life sciences
Bachelors	Botany	7	370	50640.47844	33026.39899	76091.31114	0	0	0.975550909	0.000260428	0.008241712	0.0002745	0.008369454	0.655144914	0.733687719	Biology and life sciences
Bachelors	Molecular biology	7	875	55043.99831	35143.73517	82589.25261	0	0	0.96251946	0.000629512	0.01992203	0.000685176	0.020890876	0.693818524	0.76411203	Biology and life sciences
Bachelors	Ecology	7	1769	49715.1129	33143.4086	73255.25334	0	0	0.961527508	0.00120613	0.038170157	0.001260411	0.038429685	0.692743661	0.735420755	Biology and life sciences
Bachelors	Microbiology	7	2151	60548.39814	41294.62631	88382.42293	0	0	0.957599565	0.001566492	0.049574442	0.001603615	0.048893918	0.764225131	0.830220387	Biology and life sciences
Bachelors	Zoology	7	1599	55043.99831	36329.03888	82858.5215	0	0	0.958181041	0.001131503	0.035808442	0.001185243	0.03613783	0.69990765	0.77353467	Biology and life sciences
Bachelors	Neuroscience	7	278	45857.06754	31612.99271	75093.45122	0	0	0.943742719	0.00021739	0.006879708	0.000255829	0.007800179	0.587349126	0.684957271	Biology and life sciences
Bachelors	Miscellaneous biology	7	3001	54715.37985	36415.12747	79492.15564	0	0	0.959297889	0.002203327	0.069728239	0.002316817	0.070639322	0.70183557	0.776854661	Biology and life sciences
Bachelors	General business	7	69004	65039.03643	42052.33268	100124.6016	0	0	0.958698184	0.058102882	0.207910793	0.05454027	0.205883431	0.812245342	0.838070656	Business
Bachelors	Accounting	7	65956	67391.59748	45056.07073	102215.3431	0	0	0.958334086	0.048769041	0.174511309	0.045916058	0.173327994	0.822896786	0.86037521	Business
Bachelors	Actuarial science	7	463	88382.42293	59447.51817	132105.5959	0	0	0.971046356	0.00034499	0.001234485	0.000308213	0.001163469	0.885422702	0.919473553	Business
Bachelors	Business management and <br> administration	7	120849	61649.27811	41551.70967	92396.59209	0	0	0.952957055	0.086831189	0.310709913	0.082607419	0.311833787	0.807051099	0.839643696	Business
Bachelors	Operations logistics and <br> e-commerce	7	2664	70087.22114	49715.1129	98074.73747	0	0	0.964466637	0.001992837	0.007131011	0.001812994	0.006843851	0.880184171	0.899232256	Business
Bachelors	Business economics	7	2958	75093.45122	49715.1129	111917.7482	0	0	0.953113053	0.00204124	0.007304213	0.001927106	0.007274609	0.833795693	0.877779144	Business
Bachelors	Marketing and <br> marketing research	7	42333	61941.93946	41714.79704	96119.61756	0	0	0.955296327	0.032523625	0.116379989	0.031598077	0.119279215	0.799445281	0.841036697	Business
Bachelors	Finance	7	34259	72265.59603	48836.83556	110137.0618	0	0	0.960445831	0.026115835	0.093450856	0.024284759	0.091672255	0.856991238	0.888406436	Business
Bachelors	Human resources and <br> personnel management	7	7247	56976.30815	40049.84065	82589.25261	0	0	0.949660415	0.005420384	0.019395878	0.005210679	0.019669731	0.794008584	0.82488411	Business
Bachelors	International business	7	3291	59010.91972	40697.36297	87462.61315	0	0	0.94410746	0.002597925	0.00929621	0.002606607	0.00983965	0.770100361	0.821632099	Business
Bachelors	Hospitality management	7	7709	50871.70371	35043.61057	76091.31114	0	0	0.95468953	0.00597869	0.021393676	0.005955894	0.022482837	0.720957158	0.758960343	Business
Bachelors	Management information systems <br> and statistics	7	8300	78265.3486	53683.0142	106785.3567	0	0	0.965110405	0.005913094	0.02115895	0.005370607	0.02027344	0.876654993	0.912426716	Business
Bachelors	Miscellaneous business and <br> medical administration	7	3901	57957.15329	38197.52933	88382.42293	0	0	0.951931862	0.002828901	0.010122716	0.002769813	0.010455733	0.768022679	0.799738834	Business
Bachelors	Communications and <br> mass media	7	45585	54350.93653	37441.57393	82858.5215	0	0	0.946339008	0.035249494	0.686402248	0.03593172	0.688556185	0.744795257	0.792002655	Communications and journalism
Bachelors	Journalism	7	14526	55239.01433	38530.79882	86718.71524	0	0	0.949968297	0.010754098	0.209411147	0.010876565	0.208426594	0.754301498	0.804577461	Communications and journalism
Bachelors	Advertising and <br> public relations	7	7096	55043.99831	38662.49482	82589.25261	0	0	0.949657385	0.005350398	0.104186606	0.005375866	0.103017221	0.763721002	0.807694989	Communications and journalism
Bachelors	Computer and information <br> systems	7	12769	70087.22114	48789.38541	97831.68575	0	0	0.954180707	0.009853054	0.157131967	0.00914261	0.154719484	0.846699185	0.883896969	"Computers, statistics, and mathematics"
Bachelors	Computer science	7	35884	83700.44225	55747.74551	115143.2919	0	0	0.958896629	0.027914881	0.445173648	0.025799351	0.436599862	0.874331342	0.909693265	"Computers, statistics, and mathematics"
Bachelors	Information sciences	7	3956	75004.2924	51618.28288	103236.5658	0	0	0.959559709	0.002941961	0.046917032	0.002710954	0.045877199	0.869898848	0.914084462	"Computers, statistics, and mathematics"
Bachelors	Computer engineering	7	7658	88070.39729	63047.08637	116693.2764	0	0	0.957591618	0.005807042	0.092608023	0.005400333	0.091389295	0.882493879	0.925346107	"Computers, statistics, and mathematics"
Bachelors	Miscellaneous computer	7	7980	58844.84248	39772.09032	86481.8963	0	0	0.941560351	0.006039381	0.096313254	0.005888481	0.099650174	0.779603776	0.818736364	"Computers, statistics, and mathematics"
Bachelors	Mathematics	7	12566	71743.23621	45136.07861	108865.4459	0	0	0.95982445	0.009012156	0.143721708	0.009026062	0.152747148	0.800224791	0.860156318	"Computers, statistics, and mathematics"
Bachelors	Applied mathematics	7	774	85105.91138	52842.23838	116001.9301	0	0	0.942239566	0.000521939	0.008323644	0.000519631	0.008793666	0.833669623	0.913543599	"Computers, statistics, and mathematics"
Bachelors	Statistics and decision science	7	833	77334.62006	46400.77204	110875.9105	0	0	0.955647898	0.000615187	0.009810725	0.000604103	0.010223173	0.799547982	0.868536116	"Computers, statistics, and mathematics"
Bachelors	General education	7	29204	44258.18979	33035.70104	60074.76098	0	0	0.964166186	0.02524981	0.325422868	0.027213975	0.308544244	0.708249214	0.731319743	Education
Bachelors	Elementary education	7	33128	42150.65694	32610.56192	53372.61967	0	0	0.967138764	0.021058294	0.271402062	0.02574903	0.291935118	0.667358893	0.711914929	Education
Bachelors	Mathematics teacher <br> education	7	1826	47419.48906	37429.91885	63078.49902	0	0	0.972724173	0.001188141	0.01531291	0.00138185	0.01566702	0.763603315	0.818367322	Education
Bachelors	Physical and health <br> education teaching	7	8217	50002.8616	35871.61811	68482.18002	0	0	0.965324271	0.005624756	0.07249259	0.006017905	0.068229276	0.727342871	0.768713903	Education
Bachelors	Early childhood education	7	4696	38530.79882	28805.99636	49539.59848	0	0	0.957579953	0.003359254	0.043294503	0.004032856	0.045723365	0.595511412	0.604416183	Education
Bachelors	Science and computer <br> teacher education	7	1585	47488.82025	35871.61811	63225.98541	0	0	0.963268162	0.001014699	0.01307757	0.001111463	0.012601452	0.756127775	0.782980588	Education
Bachelors	Secondary teacher education	7	5205	47505.55233	36627.62667	63851.03804	0	0	0.965723029	0.003399444	0.043812477	0.003661723	0.041515566	0.741138953	0.795206425	Education
Bachelors	Special needs education	7	4543	44301.68949	35228.15892	56524.97399	0	0	0.961921488	0.003064475	0.039495349	0.003681811	0.04174332	0.717920032	0.774953362	Education
Bachelors	Social science or history <br> teacher education	7	3079	45311.95621	34127.27895	61118.45256	0	0	0.96515167	0.002026349	0.026115851	0.002250821	0.025519161	0.711303582	0.749574335	Education
Bachelors	Teacher education: multiple <br> levels	7	2447	41714.79704	32610.56192	53943.11834	0	0	0.971739144	0.001597335	0.020586667	0.001832915	0.020781068	0.702579785	0.709464769	Education
Bachelors	Language and drama <br> education	7	3930	44191.21147	34248.18889	56780.11117	0	0	0.961052825	0.002625311	0.033835354	0.003148216	0.035693567	0.681427751	0.749547817	Education
Bachelors	Art and music education	7	5596	44191.21147	32982.88906	58346.63821	0	0	0.968051046	0.003856102	0.049697947	0.0044428	0.050371193	0.67458461	0.71489239	Education
Bachelors	Miscellaneous education	7	5658	51633.3897	37429.91885	73763.64965	0	0	0.959919469	0.003526799	0.045453852	0.003675843	0.041675653	0.74747755	0.795849341	Education
Bachelors	Nutrition sciences	7	1939	49539.59848	33143.4086	70087.22114	0	0	0.954462216	0.001456896	0.019130791	0.001626549	0.020773326	0.652491287	0.741819704	Health
Bachelors	Communication disorders <br> sciences and services	7	1692	45075.03569	33026.39899	63225.98541	0	0	0.960864455	0.001237706	0.016252554	0.001488864	0.019014895	0.636211326	0.723526821	Health
Bachelors	Health and medical <br> administrative services	7	4740	53066.03886	37514.08468	78265.3486	0	0	0.956143538	0.003503803	0.046009124	0.003396654	0.043380055	0.763627298	0.791923845	Health
Bachelors	Health and medical <br> preparatory programs	7	619	50871.70371	33041.11854	82589.25261	0	0	0.949010078	0.000510642	0.006705337	0.000536966	0.006857808	0.665965733	0.740750105	Health
Bachelors	Nursing	7	61939	66052.79797	50062.30081	84301.31388	0	0	0.979242312	0.047217555	0.62002299	0.048003155	0.613067969	0.851907181	0.908387581	Health
Bachelors	Pharmacy and pharmaceutical <br> sciences and administration	7	5506	110137.0618	74817.41607	131468.8541	0	0	0.971797042	0.00389249	0.051113054	0.003849176	0.049159407	0.86468919	0.916379042	Health
Bachelors	Treatment therapy <br> professions	7	9132	63225.98541	41981.65089	84301.31388	0	0	0.980812755	0.006597959	0.086639096	0.007108185	0.090781546	0.771674858	0.837510872	Health
Bachelors	Miscellaneous health <br> medical professions	7	15683	54941.44001	38662.49482	74330.32735	0	0	0.964773311	0.011737472	0.154127055	0.012290342	0.156964995	0.745743796	0.807535533	Health
Bachelors	Area ethnic and <br> civilization studies	7	3134	49715.1129	33253.88663	76395.05866	0	0	0.938672787	0.002283542	0.029726569	0.002551285	0.031075984	0.658732704	0.741769408	Humanities and liberal arts
Bachelors	Linguistics and comparative <br> language and literature	7	1697	47419.48906	30970.96973	73090.95919	0	0	0.926654972	0.001308359	0.017031885	0.001503462	0.018312954	0.608664332	0.7005296	Humanities and liberal arts
Bachelors	"French, german, latin and other <br> common foreign language stud"	7	5847	50062.30081	33697.58065	73763.64965	0	0	0.951077337	0.004246819	0.055284014	0.004804554	0.058521978	0.668848929	0.743533183	Humanities and liberal arts
Bachelors	Other foreign languages	7	1441	49539.59848	32149.10634	79492.15564	0	0	0.94262147	0.001061452	0.013817712	0.001186182	0.014448314	0.638601672	0.713393702	Humanities and liberal arts
Bachelors	English language and literature	7	29021	51063.54683	34774.29198	79263.35756	0	0	0.944781125	0.021665412	0.282034836	0.023399082	0.285013022	0.686035874	0.753563062	Humanities and liberal arts
Bachelors	Composition and speech	7	1944	45056.07073	32003.33539	71088.46715	0	0	0.929940555	0.00142961	0.018610305	0.001556508	0.018959084	0.650329773	0.703225191	Humanities and liberal arts
Bachelors	Liberal arts	7	18307	51889.13778	34784.59938	77427.42432	0	0	0.94511737	0.014344349	0.186731093	0.015156061	0.184608735	0.700775032	0.753624138	Humanities and liberal arts
Bachelors	Humanities	7	1276	46953.16218	32039.87252	70200.86472	0	0	0.923748898	0.00092995	0.012105858	0.001055617	0.01285797	0.638068315	0.713892338	Humanities and liberal arts
Bachelors	Multi/interdisciplinary studies	7	1763	45784.53334	33143.4086	59011.1763	0	0	0.941680699	0.001205958	0.015698856	0.001314505	0.016011362	0.685688366	0.740640948	Humanities and liberal arts
Bachelors	Intercultural and <br> international studies	7	1801	49539.59848	33143.4086	77061.59763	0	0	0.940888958	0.001339633	0.017439002	0.001505398	0.018336531	0.64929931	0.735288763	Humanities and liberal arts
Bachelors	Philosophy and religious studies	7	5736	49539.59848	32106.57195	76307.55556	0	0	0.940314308	0.004304576	0.056035874	0.004625143	0.056336658	0.650247741	0.712735768	Humanities and liberal arts
Bachelors	Theology and religious vocations	7	7447	42052.33268	28906.23841	60028.61038	0	0	0.963119318	0.005171333	0.067319094	0.005248459	0.063928965	0.625148729	0.645621749	Humanities and liberal arts
Bachelors	Art history and criticism	7	2377	47419.48906	32039.87252	74330.32735	0	0	0.940270214	0.001747709	0.02275123	0.001945984	0.0237031	0.637200889	0.705092899	Humanities and liberal arts
Bachelors	History	7	21422	53481.32154	35610.1926	84301.31388	0	0	0.947546458	0.015779511	0.205413671	0.016246048	0.197885342	0.718898678	0.769803706	Humanities and liberal arts
Bachelors	Family and consumer sciences	7	10211	43480.74922	30970.96973	61960.06764	0	0	0.958011642	0.007259441	0.27417154	0.008242611	0.301431302	0.619532832	0.676361754	"Industrial arts, consumer <br> services, and recreation"
Bachelors	Military technologies	7	107	71656.1168	38045.65557	98122.10959	0	0	0.975674067	8.84854E-05	0.00334188	0.000082899	0.003031607	0.816400278	0.825145914	"Industrial arts, consumer <br> services, and recreation"
Bachelors	"Physical fitness, parks, <br> recreation, and leisure"	7	13569	46700.224	33026.39899	66133.21482	0	0	0.961796217	0.010246827	0.386997929	0.010587121	0.387169749	0.689489172	0.729878568	"Industrial arts, consumer <br> services, and recreation"
Bachelors	Miscellaneous industrial <br> arts and consumer services	7	6198	63225.98541	42150.65694	92396.59209	0	0	0.957963083	0.004866102	0.183780936	0.004587894	0.167778713	0.806370764	0.828814102	"Industrial arts, consumer <br> services, and recreation"
Bachelors	Transportation sciences <br> and technologies	7	5359	73763.64965	45784.53334	107614.8543	0	0	0.966310708	0.004016876	0.151707716	0.003844383	0.140588629	0.858198242	0.868347369	"Industrial arts, consumer <br> services, and recreation"
Bachelors	Pre-law and legal studies	7	2531	50819.89318	35228.15892	74330.32735	0	0	0.932184705	0.001999945	0.068262172	0.002003218	0.072255559	0.746635301	0.761087878	Law and public policy
Bachelors	Criminal justice and <br> fire protection	7	32960	54350.93653	37935.59125	79032.48176	0	0	0.957545701	0.025478699	0.869639421	0.023934699	0.863318327	0.788020402	0.801323571	Law and public policy
